hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
400032,2020/08/28,PR,400032,BAYAMON MEDICAL CENTER,CARRETERA #2 KM 11 7,BAYAMON,00960,Short Term,72021,true,786,431,367.1,240,170.6,8.9,12,11.1,-999999,603,66.4,25.4,30,12,4.1,-999999,,,,5502,3017,2570,1680,1194,62,84,78,22,4221,465,178,210,84,29,19,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,10,0,7,4,0,0,-999999,0,0,0,-999999,124,15,0,7,-999999,0,-999999,4,4,4,0,11,694,,,"[C400032-B, H000012, C400032-A, C400032-C, C400032-D]",7,7,7,7,,,,,,,false
403301,2020/08/28,PR,403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,00935,Childrens Hospitals,72127,true,147,28,0,88.4,0,0,0,-999999,0,114.9,52,0,42.9,0,0,0,,,,1029,196,0,619,0,0,0,6,0,804,364,0,300,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,-999999,103,,,[C403301-A],7,7,7,7,,,,,,,false
400114,2020/09/04,PR,400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,00674,Short Term,72091,true,318,268.9,228,152.3,127,6.1,6.3,-999999,-999999,283.9,20,12,18.7,10.7,-999999,-999999,,,,2226,1882,1596,1066,889,43,44,5,-999999,1987,140,84,131,75,18,19,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,-999999,-999999,-999999,-999999,-999999,0,-999999,0,0,647,,,[C400114-A],7,7,7,7,,,,,,,false
400127,2020/08/28,PR,400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,BO MONACILLO CARR NUM 22,SAN JUAN,00935,Short Term,72127,true,339,309.9,162.7,130,130,4.4,-999999,0,-999999,162.7,92,92,59,59,-999999,-999999,,,,2373,2169,1139,910,910,31,16,0,-999999,1139,644,644,413,413,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,20,0,5,0,-999999,-999999,4,-999999,0,0,0,31,32,0,7,-999999,10,6,5,5,0,0,0,537,,,[C400127-A],7,7,7,7,,,,,,,false
400109,2020/09/04,PR,400109,HIMA SAN PABLO BAYAMON,70 CALLE SANTA CRUZ,BAYAMON,00961,Short Term,72021,true,448,385.6,355.3,171.6,164.7,37.9,23.6,-999999,-999999,406.1,67.7,46,36.9,34.1,12.7,11.3,,,,3136,2699,2487,1201,1153,265,165,25,10,2843,474,322,258,239,89,79,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,15,0,0,-999999,-999999,0,-999999,5,4,0,0,56,25,0,-999999,4,-999999,-999999,5,4,7,0,-999999,555,,POINT (-66.149674 18.397664),[C400109-A],7,7,7,7,,,,,,,false
400105,2020/08/21,PR,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,00956,Short Term,72021,true,160,132,112.3,22,22,-999999,-999999,0,0,128.3,6.9,6.9,-999999,-999999,0,0,,,,1120,924,786,154,154,16,26,0,0,898,48,48,9,9,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,16,-999999,6,4,-999999,-999999,6,7,0,0,0,54,127,-999999,23,14,22,32,11,13,4,0,-999999,215,,,[C400105-A],7,7,7,7,,,,,,,false
400003,2020/08/28,PR,400003,HOSPITAL METROPOLITANO DR PILA,2435 LAS AMERICAS AVE,PONCE,00733,Short Term,72113,true,118,65.7,98.7,40.3,38.4,-999999,0,0,0,108.3,13,8,6.1,6.1,0,0,,,,826,460,691,282,269,15,0,0,0,758,91,56,43,43,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,8,0,0,-999999,-999999,-999999,4,-999999,-999999,0,-999999,349,,,[C400003-A],7,7,7,7,,,,,,,false
400098,2020/09/04,PR,400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,00923,Short Term,72127,true,127,193.4,178.3,71.4,67.3,11.6,9,-999999,0,207.4,10,5,4.4,4.3,-999999,0,,,,889,1354,1248,500,471,81,63,-999999,0,1452,70,35,31,30,5,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,-999999,0,0,0,0,0,0,0,-999999,0,0,210,,,[C400098-A],7,7,6,7,,,,,,,false
400079,2020/08/28,PR,400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,00603,Short Term,72005,true,201,183.7,118.4,32.1,30.4,15.1,-999999,-999999,0,138.1,10.1,10.1,-999999,-999999,0,0,,,,1407,1286,829,225,213,106,7,6,0,967,71,71,15,15,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,-999999,0,0,0,0,5,0,0,80,48,0,-999999,-999999,5,4,8,13,12,0,5,349,,,[C400079-A],7,7,7,7,,,,,,,false
400006,2020/08/28,PR,400006,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,00909,Short Term,72127,true,130,118.9,97.3,69.9,68.1,10.7,15.3,0,0,110.4,6.1,6.1,4.4,4.4,-999999,-999999,,,,910,832,681,489,477,75,107,0,0,773,43,43,31,31,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,0,-999999,0,-999999,0,6,6,-999999,0,0,35,8,0,5,0,0,-999999,-999999,-999999,-999999,0,0,332,,,[C400006-A],7,7,7,7,,,,,,,false
400112,2020/08/28,PR,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,00984,Short Term,72031,true,210,179.4,144.6,98.4,92.6,19.7,12.9,0,0,177.7,14,7.7,8.1,5.3,-999999,-999999,,,,1470,1256,1012,689,648,138,90,0,0,1244,98,54,57,37,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,20,0,-999999,4,7,23,8,18,18,0,0,32,31,0,0,6,6,8,5,-999999,5,0,0,593,,,"[C400112-B, C400112-A]",7,7,7,7,,,,,,,false
400122,2020/08/28,PR,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,00969,Short Term,72061,true,43,42.6,32.1,22.9,22.9,-999999,-999999,0,0,32.1,4,4,-999999,-999999,-999999,-999999,,,,301,298,225,160,160,7,7,0,0,225,28,28,9,9,5,6,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,-999999,-999999,0,5,0,0,163,,,[C400122-A],7,7,7,7,,,,,,,false
400130,2020/08/28,PR,400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,00641,Short Term,72141,true,30,23,16.1,9.1,9.1,0,0,0,0,16.1,0,0,0,0,0,0,,,,210,161,113,64,64,0,0,0,0,113,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,,,[C400130-A],7,7,7,7,,,,,,,false
ff9032c172057190bf52f523d253c79af2d5f74d007084e83bb0995c637403d1,2020/08/28,PR,,HealthproMed,,,00775,Short Term,,false,6,11.7,5.7,-999999,-999999,0,0,0,0,7.7,0,0,0,0,0,0,,,,42,82,40,-999999,-999999,0,0,0,0,54,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,POINT (-65.293435 18.311001),,7,7,7,7,,,,,,,false
400001,2020/09/04,PR,400001,PRESBYTERIAN COMMUNITY HOSP,1451 ASHFORD AVENUE,SAN JUAN,00907,Short Term,72127,true,142,135,125.4,84.6,81.9,8,7.7,0,0,132.9,25.1,5.4,10,-999999,-999999,-999999,,,,994,945,878,592,573,56,54,0,0,930,176,38,70,23,8,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,0,0,0,0,6,8,19,21,0,0,-999999,-999999,0,0,0,0,6,12,19,18,0,0,298,,,[C400001-A],7,7,7,7,,,,,,,false
400044,2020/09/04,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,411,246.1,304,161.6,144.1,5.6,-999999,0,0,352.9,65,37,29,18.6,-999999,-999999,,,,2877,1723,2128,1131,1009,39,8,0,0,2470,455,259,203,130,8,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,-999999,0,0,6,-999999,0,0,0,0,12,12,4,-999999,0,-999999,4,-999999,-999999,6,0,0,651,,,[C400044-A],7,7,7,7,,,,,,,false
400123,2020/09/04,PR,400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,00681,Short Term,72097,true,103,219.9,193.9,79.7,78.9,-999999,-999999,0,0,201.7,25.1,13.9,10.3,6.9,0,0,,,,721,1539,1357,558,552,15,22,0,0,1412,176,97,72,48,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,5,0,-999999,-999999,9,0,0,0,42,-999999,0,0,-999999,-999999,0,0,6,0,0,0,326,,,[C400123-A],7,7,7,7,,,,,,,false
400044,2020/08/28,PR,400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,00733,Short Term,72113,true,411,266.4,305.9,181.4,161.3,9.4,-999999,-999999,-999999,350,66,36.9,30,19.3,-999999,-999999,,,,2877,1865,2141,1270,1129,66,6,4,-999999,2450,462,258,210,135,12,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,5,-999999,0,0,0,0,-999999,28,24,0,-999999,-999999,4,13,8,15,12,0,-999999,635,,,[C400044-A],7,7,7,7,,,,,,,false
400106,2020/08/28,PR,400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,00915,Short Term,72127,true,98,112.4,105,53.4,50.6,14,9.7,-999999,0,132.4,5.4,5.4,-999999,-999999,-999999,0,,,,686,787,735,374,354,98,68,5,0,927,38,38,24,24,4,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,-999999,0,-999999,5,9,22,28,6,0,52,6,-999999,-999999,0,-999999,5,-999999,13,10,0,0,363,,,[C400106-A],7,7,7,7,,,,,,,false
ff9032c172057190bf52f523d253c79af2d5f74d007084e83bb0995c637403d1,2020/08/21,PR,,HealthproMed,,,00775,Short Term,,false,6,12,6,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,42,84,42,0,0,0,0,0,0,56,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,POINT (-65.293435 18.311001),,7,7,7,7,,,,,,,false
400109,2020/08/21,PR,400109,HIMA SAN PABLO BAYAMON,70 CALLE SANTA CRUZ,BAYAMON,00961,Short Term,72021,true,448,392.6,366.4,173.1,167,45.7,33.7,-999999,0,416.6,68.3,45,38.1,36.1,15.6,13.6,,,,3136,2748,2565,1212,1169,320,236,17,0,2916,478,315,267,253,109,95,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,15,0,0,-999999,-999999,0,-999999,7,-999999,0,0,159,18,-999999,-999999,-999999,0,4,-999999,4,4,0,7,567,,POINT (-66.149674 18.397664),[C400109-A],7,7,7,7,,,,,,,false
400115,2020/09/04,PR,400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,00693,Short Term,72145,true,181,145.4,135.1,62.4,60.4,11,7,-999999,0,157,5.9,5.9,5.7,5.7,4.1,-999999,,,,1267,1018,946,437,423,77,49,6,0,1099,41,41,40,40,29,27,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,0,0,-999999,0,-999999,0,0,-999999,0,0,207,19,-999999,-999999,5,-999999,-999999,0,6,5,0,-999999,297,,,[C400115-A],7,7,7,7,,,,,,,false
400117,2020/08/28,PR,400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,00614,Short Term,72013,true,131,163.6,138.1,89.3,85.9,-999999,-999999,0,0,158.4,6,6,5.3,5.3,0,0,,,,917,1145,967,625,601,15,14,0,0,1109,42,42,37,37,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,0,0,0,0,-999999,0,0,0,0,0,6,12,0,-999999,0,0,-999999,0,0,8,0,0,328,,,[C400117-A],7,7,7,7,,,,,,,false
400004,2020/08/28,PR,400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,00936,Short Term,72127,true,108,93.1,74.1,32.7,31.7,-999999,5.1,0,0,83.9,9,9,5.3,5.3,4,-999999,,,,756,652,519,229,222,21,36,0,0,587,63,63,37,37,28,25,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,8,8,0,0,-999999,-999999,-999999,0,-999999,-999999,0,0,174,,,[C400004-A],7,7,7,7,,,,,,,false
400048,2020/09/04,PR,400048,HOSPITAL MENONITA GUAYAMA,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,00785,Short Term,72059,true,111,129.3,102.9,64.6,57.9,0,0,0,0,120.7,6,6,6,6,0,0,,,,777,905,720,452,405,0,0,0,0,845,42,42,42,42,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,-999999,0,0,0,542,,,[C400048-A],7,7,7,7,,,,,,,false
400111,2020/08/28,PR,400111,HOSPITAL SAN CARLOS BORROMEO,CALLE CONCEPCION VERA AYALA #550 S,MOCA,00676,Short Term,72099,true,123,123.1,105.4,35.4,30.7,10,-999999,0,0,110.1,4.9,4.9,-999999,-999999,-999999,-999999,,,,861,862,738,248,215,70,7,0,0,771,34,34,24,24,5,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,38,0,-999999,-999999,-999999,10,6,8,8,0,0,379,,,[C400111-A],7,7,7,7,,,,,,,false
400106,2020/09/04,PR,400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,00915,Short Term,72127,true,98,106.6,105.7,42.6,40.7,10.7,7.6,-999999,0,133.4,5,5,-999999,-999999,-999999,-999999,,,,686,746,740,298,285,75,53,6,0,934,35,35,17,17,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,11,13,12,22,-999999,0,62,10,0,0,-999999,-999999,6,16,11,15,-999999,0,348,,,[C400106-A],7,7,7,7,,,,,,,false
400007,2020/08/28,PR,400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,00791,Short Term,72069,true,282,215.3,188.1,96.3,92.1,7,0,0,0,250.9,13.1,9.1,11,9.1,-999999,0,,,,1974,1507,1317,674,645,49,0,0,0,1756,92,64,77,64,7,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,0,0,8,14,-999999,6,15,-999999,0,0,50,13,0,0,0,0,0,0,0,0,0,0,350,,,[C400007-A],7,7,7,7,,,,,,,false
400079,2020/09/04,PR,400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,00603,Short Term,72005,true,201,192.3,127,40.4,39,15.1,-999999,-999999,0,146.4,12,12,4,4,0,0,,,,1407,1346,889,283,273,106,11,4,0,1025,84,84,28,28,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,-999999,0,0,-999999,-999999,5,0,0,112,49,0,-999999,-999999,4,8,9,9,12,0,-999999,366,,,[C400079-A],7,7,7,7,,,,,,,false
400105,2020/08/28,PR,400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,00956,Short Term,72021,true,160,132.6,112.6,26,26,7,-999999,0,0,128.6,7,7,-999999,-999999,0,0,,,,1120,928,788,182,182,49,17,0,0,900,49,49,27,27,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,18,0,4,-999999,-999999,4,-999999,4,0,0,0,45,68,0,19,8,14,16,8,13,-999999,0,0,211,,,[C400105-A],7,7,7,7,,,,,,,false
400006,2020/09/04,PR,400006,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,00909,Short Term,72127,true,130,127.9,105.4,66.9,66,11.1,12.4,0,0,116.6,5.3,5.3,-999999,-999999,-999999,-999999,,,,910,895,738,468,462,78,87,0,0,816,37,37,26,26,7,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,12,0,0,-999999,-999999,5,7,6,4,0,0,27,10,0,0,-999999,0,-999999,8,-999999,-999999,0,0,276,,,[C400006-A],7,7,7,7,,,,,,,false
400124,2020/09/04,PR,400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,00936,Short Term,72127,true,142,124.6,110.6,70.9,68.3,0,0,0,0,120.6,40.1,37.6,23.7,21.1,0,0,,,,994,872,774,496,478,0,0,0,0,844,281,263,166,148,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,144,,,[C400124-A],7,7,7,7,,,,,,,false
400112,2020/09/04,PR,400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,00984,Short Term,72031,true,210,185.3,147.1,93.9,86.4,-999999,10.9,0,0,178.6,14.1,8.1,6.1,-999999,-999999,-999999,,,,1470,1297,1030,657,605,25,76,0,0,1250,99,57,43,27,6,6,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,-999999,7,6,12,7,15,22,0,0,130,15,0,0,15,0,10,0,0,0,0,-999999,607,,,"[C400112-B, C400112-A]",7,7,7,7,,,,,,,false
400122,2020/09/04,PR,400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,00969,Short Term,72061,true,43,110.7,29.3,15.7,15.7,-999999,-999999,0,0,29.3,-999999,-999999,-999999,-999999,-999999,-999999,,,,301,775,205,110,110,7,7,0,0,205,18,18,12,12,7,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,-999999,-999999,5,-999999,-999999,-999999,0,0,144,,,[C400122-A],7,7,7,7,,,,,,,false
400128,2020/08/28,PR,400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,00919,Short Term,72127,true,141,118.1,101.1,71.4,62.6,8.3,0,0,0,113,6,6,-999999,-999999,-999999,0,,,,987,827,708,500,438,58,0,0,0,791,42,42,24,24,14,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-999999,0,0,0,0,-999999,0,0,0,0,0,245,,,[C400128-A],7,7,7,7,,,,,,,false
400103,2020/08/28,PR,400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,CARR 2 BO SABALOS,MAYAGUEZ,00682,Short Term,72097,true,230,215.6,155.6,149.6,148.3,6,4,-999999,-999999,171.6,36.9,28.9,26.1,22.1,0,0,,,,1610,1509,1089,1047,1038,42,28,-999999,-999999,1201,258,202,183,155,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0,-999999,-999999,4,4,-999999,0,-999999,377,,,[C400103-A],7,7,7,7,,,,,,,false
400061,2020/08/28,PR,400061,HOSPITAL UNIVERSITARIO DE ADULTO,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,00927,Short Term,72127,true,171,188.3,182.3,136.6,136.6,-999999,-999999,0,0,182.3,10.9,10.9,10.4,10.4,-999999,-999999,,,,1197,1318,1276,956,956,19,24,0,0,1276,76,76,73,73,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,-999999,0,-999999,0,0,0,0,162,,,[C400061-A],7,7,7,7,,,,,,,false
400032,2020/09/04,PR,400032,BAYAMON MEDICAL CENTER,CARRETERA #2 KM 11 7,BAYAMON,00960,Short Term,72021,true,806,458.1,376.9,237.3,159.3,8.9,12.6,16.1,6.6,630.7,72.6,30.6,30,14.6,5.6,-999999,,,,5642,3207,2638,1661,1115,62,88,113,46,4415,508,214,210,102,39,24,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,8,13,-999999,0,0,-999999,0,0,5,146,9,4,8,12,0,4,0,-999999,-999999,0,37,573,,,"[C400032-B, H000012, C400032-A, C400032-C, C400032-D]",7,7,7,7,,,,,,,false
400079,2020/08/21,PR,400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,00603,Short Term,72005,true,201,184.3,120.3,43.4,40.9,21,-999999,-999999,0,140.6,11.1,11.1,-999999,-999999,0,0,,,,1407,1290,842,304,286,147,4,-999999,0,984,78,78,26,26,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,117,49,-999999,-999999,4,5,7,11,12,10,0,13,369,,,[C400079-A],7,7,7,7,,,,,,,false
